US-UT,25301,MIDA Sundance - Ut Co
US-UT,25500,UIPA Verk - Ut Co
US-UT,25501,UIPA Verk - Spanish Fork 
US-UT,25702,Vineyard HTRZ
US-UT,25800,ULA Utah County
US-UT,25801,ULA Genola
US-UT,25802,ULA Lehi
US-UT,25803,ULA Lindon
US-UT,25804,ULA Provo
US-UT,25805,ULA Vineyard
US-UT,26000,Wasatch County
US-UT,26003,Charleston
US-UT,26005,Daniel
US-UT,26008,Heber
US-UT,26009,Independence
US-UT,26010,Interlaken
US-UT,26011,Midway
US-UT,26013,Park City East
US-UT,26014,Wallsburg
US-UT,26020,Hideout
US-UT,26300,Military Recreation - Wasatch
US-UT,26301,Military Recreation - Hideout
US-UT,26302,Military Recreation - MWR Hotel
US-UT,26303,Military Recreation - GAEC PID
US-UT,27000,Washington County
US-UT,27002,Apple Valley
US-UT,27005,Enterprise
US-UT,27008,Hurricane
US-UT,27010,Ivins
US-UT,27011,La Verkin
US-UT,27012,Leeds
US-UT,27015,New Harmony
US-UT,27019,Rockville
US-UT,27020,St George
US-UT,27021,Santa Clara
US-UT,27023,Springdale
US-UT,27024,Toquerville
US-UT,27026,Virgin
US-UT,27027,Washington City
US-UT,27035,Hildale
US-UT,28000,Wayne County
US-UT,28001,Bicknell
US-UT,28005,Hanksville
US-UT,28007,Loa
US-UT,28008,Lyman
US-UT,28010,Torrey
US-UT,29000,Weber County
US-UT,29012,Farr West
US-UT,29016,Harrisville
US-UT,29018,Hooper
US-UT,29019,Huntsville
US-UT,29022,Marriott-Slaterville
US-UT,29026,North Ogden
US-UT,29027,Ogden
US-UT,29030,Plain City
US-UT,29031,Pleasant View
US-UT,29036,Riverdale
US-UT,29037,Roy
US-UT,29040,South Ogden
US-UT,29043,Uintah
US-UT,29049,Washington Terrace
US-UT,29051,West Haven
US-UT,29300,Falcon Hill Riverdale
US-UT,29301,Falcon Hill Roy
